School Code,School Name,Address,City,State Code,Zip Code,Province,Country,Postal Code
005316,COASTAL CAROLINA COMMUNITY COLLEGE,444 WESTERN BOULEVARD,JACKSONVILLE,NC,28546,,,
G11766,UNIVERSITY OF LONDON - UCL INSTITUTE OF,20 BEDFORD WAY,LONDON,FC,0,,ENGLAND,WC1H  0A
016566,JEFFERSON COUNTY DUBOIS AREA VOC TECH SC,576 VO TECH ROAD,REYNOLDSVILLE,PA,15851,,,
002189,WESTFIELD STATE UNIVERSITY,577 WESTERN AVENUE,WESTFIELD,MA,1086,,,
002375,SOUTHWEST MINNESOTA STATE UNIVERSITY,1501 STATE STREET,MARSHALL,MN,56258,,,
002855,SUNY CANTON COLG OF TECHNOLOGY,CORNELL DRIVE,CANTON,NY,13617,,,
008655,GENESIS CAREER COLLEGE,880 A EAST 10TH STREET,COOKEVILLE,TN,38501,,,
015153,OHIO BUSINESS COLLEGE,5095 WATERFORD DRIVE,SHEFFIELD,OH,44035,,,
E00686,OHIO BUSINESS COLLEGE,5202 TIMBER COMMONS DRIVE,SANDUSKY,OH,44870,,,
E40515,OHIO BUSINESS COLLEGE - DAYTON - DRIVING,5450 SALEM AVENUE,DAYTON,OH,45326,,,
015132,"APPALACHIAN BEAUTY SCHOOL, INC.",25419 US HIGHWAY 119 N,BELFRY,KY,41514,,,
013001,BAPTIST UNIVERSITY OF FLORIDA,5400 COLLEGE DRIVE,GRACEVILLE,FL,32440,,,
015167,NEW HOPE CHRISTIAN COLLEGE,2155 BAILEY HILL ROAD,EUGENE,OR,97405,,,
015230,GENEVA GENERAL HOSPITAL,196-198 NORTH STREET,GENEVA,NY,14456,,,
001095,CROWLEYS RIDGE COLLEGE,100 COLLEGE DRIVE,PARAGOULD,AR,72450,,,
002190,WORCESTER STATE UNIVERSITY,486 CHANDLER STREET,WORCESTER,MA,1602,,,
002744,KEUKA COLLEGE,141 CENTRAL AVENUE,KEUKA PARK,NY,14478,,,
003384,UNIVERSITY OF SCRANTON,800 LINDEN STREET,SCRANTON,PA,18510,,,
E40493,PCI ACADEMY -  IOWA CITY,1550 SOUTH 1ST AVENUE,IOWA CITY,IA,52240,,,
015238,MUSICIANS INSTITUTE,6752 HOLLYWOOD BOULEVARD,HOLLYWOOD,CA,90028,,,
014999,UNIVERSIDAD CENTRAL DEL CARIBE,PO BOX 60327,BAYAMON,PR,960,,,
G21636,WILLIAM JAMES COLLEGE,1 WELLS AVENUE,NEWTON,MA,2459,,,
013587,EDP UNIVERSITY OF PUERTO RICO,560 PONCE DE LEON AVENUE,HATO REY,PR,919,,,
015264,SALON PROFESSIONAL ACADEMY (THE),432 NORTH AVENUE,GRAND JUNCTION,CO,81501,,,
B06171,CENTER FOR ADVANCED STUDIES OF PUER,PARADA 8 AVENIDA FERN/ANDEZ JUNCOS,SAN JUAN,PR,902,,,
015130,NUNEZ COMMUNITY COLLEGE,3710 PARIS ROAD,CHALMETTE,LA,70043,,,
015270,ITI TECHNICAL COLLEGE,13944 AIRLINE HWY,BATON ROUGE,LA,70817,,,
G21674,UNIVERSITY OF CAMBRIDGE - CORPUS CH,TRUMPINGTON STREET,CAMBRIDGE,FC,0,Cambridgeshire,UNITED KINGDOM,CB2 1RH
015125,ESTES INSTITUTE OF COSMETOLOGY ARTS & SC,324 EAST MAIN STREET,VISALIA,CA,93291,,,
001097,HARDING UNIVERSITY,915 EAST MARKET,SEARCY,AR,72149,,,
001239,MIRACOSTA COLLEGE,ONE BARN/ARD DRIVE,OCEANSIDE,CA,92056,,,
E40707,SANTA CLARA UNIVERSITY - EAST  SAN JOSE,14271 STORY ROAD,SAN JOSE,CA,95127,,,
001472,CHIPOLA  COLLEGE,3094 INDIAN CIRCLE,MARIANN/A,FL,32446,,,
002458,COTTEY COLLEGE,1000 WEST AUSTIN BOULEVARD,NEVADA,MO,64772,,,
008854,NEW MEXICO STATE UNIVERSITY - GRANTS,1500 THIRD STREET,GRANTS,NM,87020,,,
004027,UTAH VALLEY UNIVERSITY,800 WEST UNIVERSITY PARKWAY,OREM,UT,84058,,,
G06710,FUNDACIÓN UNIVERSIDAD DE LAS AMERICAS PU,EX HACIENDA SANTA CATARIN/A MARTIR,SAN ANDRÉS CHOLULA,MX,0,PUEBLA,MEXICO,72810
009236,NASHUA COMMUNITY COLLEGE,505 AMHERST STREET,N/ASHUA,NH,3063,,,
015310,EAST WEST UNIVERSITY,816 S MICHIGAN AVENUE,CHICAGO,IL,60605,,,
015291,DAVIS COLLEGE,400 RIVERSIDE DRIVE,JOHNSON CITY,NY,13790,,,
001098,HENDERSON STATE UNIVERSITY,1100 HENDERSON STREET,ARKADELPHIA,AR,71999,,,
001437,CATHOLIC UNIVERSITY OF AMERICA,620 MICHIGAN AVE NE,WASHINGTON,DC,20064,,,
001533,TALLAHASSEE COMMUNITY COLLEGE,444 APPLEYARD DRIVE,TALLAHASSEE,FL,32304,,,
001910,COFFEYVILLE COMMUNITY COLLEGE,400 WEST 11TH,COFFEYVILLE,KS,67337,,,
003775,EASTERN WASHINGTON UNIVERSITY,102 SUTTON HALL,CHENEY,WA,99004,,,
004673,BAKER COLLEGE,1020 SOUTH WASHINGTON STREET,OWOSSO,MI,48867,,,
009862,CLARKSON COLLEGE,101 SOUTH 42ND STREET,OMAHA,NE,68131,,,
015422,CLEARFIELD CTY CAREER AND TECH CNTR,1620 RIVER ROAD,CLEARFIELD,PA,16830,,,
014133,ASSABET VALLEY REGIONAL VOC SCHOOL,215 FITCHBURG ST,MARLBOROUGH,MA,1752,,,
016904,SWEDISH INSTITUTE,151 WEST 26TH STREET,NEW YORK,NY,10001,,,
015285,BRUNSWICK COMMUNITY COLLEGE,50 COLLEGE ROAD NE,BOLIVA,NC,28422,,,
E00131,"CATHOLIC UNIV AMERICA, LAW SCHOOL",OFC FNCL AID  CARDIN/AL STATION,WASHINGTON,DC,20064,,,
002563,UNION ADVENTIST UNIVERSITY,3800 SOUTH 48TH STREET,LINCOLN,NE,68506,,,
003212,PACIFIC UNIVERSITY,2043 COLLEGE WAY,FOREST GROVE,OR,97116,,,
003469,UNIVERSITY OF SIOUX FALLS,1101 WEST 22ND STREET,SIOUX FALLS,SD,57105,,,
004033,ASHEVILLE BUNCOMBE TECH CMTY CLG,340 VICTORIA ROAD,ASHEVILLE,NC,28801,,,
004926,TRI-COUNTY TECHNICAL COLLEGE,PO BOX 587,PENDLETON,SC,29670,,,
006720,COLLEGE OF ALAMEDA,555 RALPH APPEZZATO MEMORIAL PARKWY,ALAMEDA,CA,94501,,,
015038,AILEY SCHOOL (THE),405 WEST 55TH STREET,NEW YORK,NY,10019,,,
014530,DUTCHESS COUNTY BOCES SCH PRAC NURS,5 BOCES ROAD,POUGHKEEPSIE,NY,12601,,,
001240,MODESTO JUNIOR COLLEGE,435 COLLEGE AVENUE,MODESTO,CA,95350,,,
001601,UNIV OF WEST GEORGIA,1601 MAPLE STREET,CARROLLTON,GA,30118,,,
013817,COFFEYVILLE COMM COLAREA VOC TECH CAMP,600 ROOSEVELT,COFFEYVILLE,KS,67337,,,
002107,STEVENSON UNIVERSITY,1525 GREENSPRING VALLEY ROAD,STEVENSON,MD,21153,,,
002565,UNIVERSITY OF NEBRASKA-LINCOLN,14TH AND R STREET,LINCOLN,NE,68588,,,
002748,LEMOYNE COLLEGE,1419 SALT SPRING ROAD,SYRACUSE,NY,13214,,,
002923,EAST CAROLINA UNIVERSITY,EAST FIFTH STREET,GREENVILLE,NC,27858,,,
003213,PORTLAND COMMUNITY COLLEGE,12000 S W 49TH AVE,PORTLAND,OR,97219,,,
003470,SOUTH DAKOTA SCH OF MINES & TECH,501 EAST SAINT JOSEPH STREET,RAPID CITY,SD,57701,,,
003691,MIDDLEBURY COLLEGE,OLD CHAPEL BUILDING,MIDDLEBURY,VT,5753,,,
015326,TRIANGLE TECH,225 TANNERY ROW ROAD,FALLS CREEK,PA,15840,,,
001099,HENDRIX COLLEGE,1600 WASHINGTON AVENUE,CONWAY,AR,72032,,,
002006,GRAMBLING STATE UNIVERSITY,PO BOX 629,GRAMBLING,LA,71245,,,
002273,HOPE COLLEGE,**,HOLLAND,MI,49423,,,
007358,UNIVERSITY OF NEBRASKA - CURTIS,404 EAST 7TH STREET,CURTIS,NE,69025,,,
002856,SUNY AG & TECH COLLEGE-COBLESKILL,**,COBLESKILL,NY,12043,,,
005317,FORSYTH TECHNICAL COMMUNITY COLLEGE,2100 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,,,
008658,O'BRIENS AVEDA INSTITUTE,400 CORNERSTONE DRIVE,WILLISTON,VT,5495,,,
010491,HENNEPIN TECHNICAL COLLEGE,9000 BROOKLYN BOULEVARD,BROOKLYN PARK,MN,55445,,,
015347,CENTRA COLLEGE,"905 LAKESIDE DRIVE, SUITE A",LYNCHBURG,VA,24501,,,
014483,RIO SALADO COMMUNITY COLLEGE,2323 WEST 14TH STREET,TEMPE,AZ,85281,,,
015412,CHARLESTON SCHOOL OF BEAUTY CULTURE,210 CAPITOL ST,CHARLESTON,WV,25301,,,
015359,EAGLE GATE COLLEGE,"5588 SOUTH GREEN STREET, SUITE 150",MURRAY,UT,84123,,,
001031,NORTHEAST ALABAMA STATE CMNTY COLG,138  HIGHWAY 35,RAINSVILLE,AL,35986,,,
001602,GEORGIA COLLEGE & STATE UNIVERSITY,231 WEST HANCOCK STREET,MILLEDGEVILLE,GA,31061,,,
001809,INDIANA UNIVERSITY-BLOOMINGTON,107 SOUTH INDIAN/A AVENUE,BLOOMINGTON,IN,47405,,,
002566,WAYNE STATE COLLEGE,1111 MAIN STREET,WAYNE,NE,68787,,,
002857,SUNY COLLEGE OF TECHNOLOGY AT DELHI,454 DELHI DRIVE,DELHI,NY,13753,,,
008659,LAUREL RIDGE COMMUNITY COLLEGE,173 SKIRMISHER LANE,MIDDLETOWN,VA,22645,,,
009873,AVEDA INSTITUTE TWIN FALLS,837 POLE LINE ROAD,TWIN FALLS,ID,83301,,,
014064,CITRUS HEIGHTS BEAUTY COLLEGE,7518 BAIRD WAY,CITRUS HEIGHTS,CA,95610,,,
015375,EASTERN SUFFOLK BOCES,HEALTH SCIENCES @ SAEC,SAYVILLE,NY,11782,,,
015403,EMPIRE BEAUTY SCHOOLS,456 HIGH STREET,SOMERSWORTH,NH,3878,,,
001710,LOYOLA UNIVERSITY CHICAGO,1032 WEST SHERIDAN ROAD,CHICAGO,IL,60660,,,
002007,LOUISIANA CHRISTIAN UNIVERSITY,1140 COLLEGE DR,PINEVILLE,LA,71359,,,
002192,MOUNT HOLYOKE COLLEGE,50 COLLEGE ST,SOUTH HADLEY,MA,1075,,,
002459,CROWDER COLLEGE,601 LACLEDE,NEOSHO,MO,64850,,,
003385,URSINUS COLLEGE,601 EAST MAIN STREET,COLLEGEVILLE,PA,19426,,,
E01620,MIDDLEBURY COLLEGE - GERMANY,RHEINSTRASSE 42/III,MAINZ,FC,0,,GERMANY,D-55116
E01686,WICHITA TECHNICAL INSTITUTE - EAST CAMPU,6130 E. CENTRAL,WICHITA,KS,67208,,,
001100,JOHN BROWN UNIVERSITY,2000 WEST UNIVERSITY STREET,SILOAM SPRINGS,AR,72761,,,
007015,UNIV OF THE DISTRICT OF COLUMBIA,4200 CONNECTICUT AVENUE NORTHWEST,WASHINGTON,DC,20008,,,
001911,COLBY COMMUNITY COLLEGE,1255 S RANGE,COLBY,KS,67701,,,
002008,LOUISIANA TECH UNIVERSITY,"WYLY TOWER, RAILROAD AVENUE",RUSTON,LA,71272,,,
002926,ELIZABETH CITY STATE UNIVERSITY,1704 WEEKSVILLE RD,ELIZABETH CITY,NC,27909,,,
003216,PSU FINANCIAL AID OFFICE,1855 SOUTH WEST BROADWAY,PORTLAND,OR,97201,,,
E01622,MIDDLEBURY COLLEGE - SPAIN,INSTITUTO INTERN/ACION/AL,MADRID,FC,0,,SPAIN,28010
007893,FLAGLER COLLEGE,PO BOX 1027,SAINT AUGUSTINE,FL,32085,,,
010509,HALLMARK UNIVERSITY,9855 WESTOVER HILLS BOULEVARD,SAN ANTONIO,TX,78251,,,
001101,UNIV ARKANSAS LITTLE ROCK,2801 SOUTH UNIVERSITY AVE,LITTLE ROCK,AR,72204,,,
B08083,UNIV OF THE DIST OF COLU -SCHOOL OF LAW,4200 CONNECTICUT AVENUE NORTHWEST,WASHINGTON,DC,20008,,,
001913,DODGE CITY COMMUNITY COLLEGE,2501 NORTH 14 AVENUE,DODGE CITY,KS,67801,,,
003290,LINCOLN UNIVERSITY,1570 BALTIMORE PIKE,LINCOLN UNIVERSITY,PA,19352,,,
G06852,BISHOP'S UNIVERSITY,2600 COLLEGE STREET,SHERBROKE,CN,0,QUEBEC,CAN/ADA,J1M   1Z
009248,SAMARITAN HOSPITAL SCH NURSING,2215 BURDETT AVE,TROY,NY,12180,,,
021800,NORTHWEST INDIAN COLLEGE,2522 KWIN/A RD,BELLINGHAM,WA,98226,,,
015383,ROSS MEDICAL EDUCATION CENTER,4237 E. 12 MILE ROAD,WARREN,MI,48092,,,
E01829,ROSS MEDICAL EDUCATION CENTER,445 E. UNIVERSITY DRIVE,GRANGER,IN,46530,,,
G21805,MIDDLESEX UNIVERSITY,THE BURROUGHS,LONDON,FC,0,,ENGLAND,NW4 4BT
001535,UNIVERSITY OF FLORIDA,S-107 CRISER  HALL,GAINESVILLE,FL,32611,,,
G01712,LUTHERAN SCHOOL OF THEOL AT CHICAGO,1100 EAST 55TH STREET,CHICAGO,IL,60615,,,
002010,LOUISIANA STATE UNIV & A&M COLG,156 THOMAS BOYD,BATON ROUGE,LA,70803,,,
002274,JACKSON COLLEGE,2111 EMMONS ROAD,JACKSON,MI,49201,,,
002927,ELON UNIVERSITY,"100 CAMPUS DR, 2185 CAMPUS BOX",ELON,NC,27244,,,
E01624,MIDDLEBURY COLLEGE - RUSSIA,37 PROSPEKT VERN/ADSKOGO,MOSCOW,FC,0,,RUSSIA,117415
E01611,MIDDLEBURY COLLEGE - INSTITUTE OF AMERIC,1160 CAMINO CRUZ BLANCA,SANTA FE,NM,87505,,,
003776,EVERETT COMMUNITY COLLEGE,2000 TOWER STREET,EVERETT,WA,98201,,,
005605,PINELLAS TECHNICAL COLLEGE - CLEARWATER,6100 154TH AVENUE NORTH,CLEARWATER,FL,33760,,,
006871,VIRGINIA PENINSULA COMMUNITY COLLEGE,99 THOMAS NELSON DRIVE,HAMPTON,VA,23666,,,
008660,GERMANNA COMMUNITY COLLEGE,2130 GERMANN/A HIGHWAY,LOCUST GROVE,VA,22508,,,
001161,CERRITOS COLLEGE,11110 ALONDRA BOULEVARD,NORWALK,CA,90650,,,
001811,INDIANA UNIV-EAST,2325 CHESTER BOULEVARD,RICHMOND,IN,47374,,,
002011,LOUISIANA STATE UNIV-ALEXANDRIA,8100 HIGHWAY 71 SOUTH,ALEXANDRIA,LA,71302,,,
002660,SAN JUAN COLLEGE,4601 COLLEGE BLVD,FARMINGTON,NM,87402,,,
G03291,UNITED LUTHERAN SEMINARY,61 SEMIN/ARY RIDGE,GETTYSBURG,PA,17325,,,
003386,VALLEY FORGE MILITARY COLLEGE,1001 EAGLE ROAD,WAYNE,PA,19087,,,
002082,MONTGOMERY COLLEGE,20200 OBSERVATION DR,GERMANTOWN,MD,20876,,,
G08665,UNIVERSITY OF KENT AT CANTERBURY (THE),UNIVERSITY OF KENT AT CANTERBURY,CANTERBURY,FC,0,KENT,ENGLAND,CT2 7NZ
G10529,MEMPHIS THEOLOGICAL SEMINARY,168 E PARKWAY S,MEMPHIS,TN,38104,,,
015418,ROB ROY ACADEMY,150 PLEASANT ST,WORCESTER,MA,1609,,,
021822,NEW SCHOOL CENTER FOR MEDIA,252-54 WEST 29TH STREET,NEW YORK,NY,10001,,,
021829,CAMBRIDGE COLLEGE,500 RUTHERFORD AVENUE,BOSTON,MA,2129,,,
001162,CHABOT COLLEGE,25555 HESPERIAN BOULEVARD,HAYWARD,CA,94545,,,
001716,GENERATIONS COLLEGE,29 EAST MADISON,CHICAGO,IL,60602,,,
002928,FAYETTEVILLE STATE UNIVERSITY,1200 MURCHISON ROAD,FAYETTEVILLE,NC,28301,,,
013689,SUNCOAST TECHNICAL COLLEGE,4748 BENEVA RD,SARASOTA,FL,34233,,,
015456,FRANKLIN CNTY CAREER & TECH CTR-PNP,2463 LOOP ROAD,CHAMBERSBURG,PA,17202,,,
009646,PIEDMONT COMMUNITY COLLEGE,POST OFFICE BOX 1197,ROXBORO,NC,27573,,,
014396,PAROBA COLLEGE OF COSMETOLOGY,9930 EVERGREEN WAY,EVERETT,WA,98204,,,
015428,JENKS BEAUTY COLLEGE,535 WEST MAIN STREET,JENKS,OK,74037,,,
015415,ST AUGUSTINE COLLEGE,1345 WEST ARGYLE ST.,CHICAGO,IL,60640,,,
015449,ASHTABULA COUNTY TECHNICAL AND CAREER CA,1565 STATE ROUTE 167,JEFFERSON,OH,44047,,,
001475,DAYTONA STATE COLLEGE,1200 INTERN/ATION/AL SPEEDWAY BL,DAYTON/A BEACH,FL,32114,,,
002194,NEW ENGLAND CONSERVATORY OF MUSIC,290 HUNTINGTON AVE,BOSTON,MA,2115,,,
G02749,NEW YORK COLLEGE OF PODIATRIC MED,53 EAST 124TH STREET,NEW YORK,NY,10035,,,
003023,CAPITAL UNIVERSITY,1 COLLEGE AND MAIN,COLUMBUS,OH,43209,,,
006942,MID-AMERICA CHRISTIAN UNIVERSITY,3500 SOUTHWEST 119TH STREET,OKLAHOMA CITY,OK,73170,,,
008677,NORTHWEST STATE COMMUNITY COLLEGE,22600 STATE ROUTE 34,ARCHBOLD,OH,43502,,,
001264,PEPPERDINE UNIVERSITY,24255 PACIFIC COAST HIGHWAY,MALIBU,CA,90263,,,
014993,SITTING BULL COLLEGE,9299 HIGHWAY 24,FORT YATES,ND,58538,,,
015463,HOBE SOUND BIBLE COLLEGE,POST OFFICE BOX 1065,HOBE SOUND,FL,33475,,,
012967,MID-EAST CAREER & TECH CENTERS-ADULT ED,MID-EAST CAREER AND TECHNOLOGY CENT,ZANESVILLE,OH,43701,,,
015465,CEM COLLEGE,1206 13TH STREET,SAN JUAN,PR,926,,,
001717,MACMURRAY COLLEGE,447 EAST COLLEGE AVENUE,JACKSONVILLE,IL,62650,,,
002858,SUNY FARMINGDALE,"2350 BROADHOLLOW ROAD, ROUTE 110",FARMINGDALE,NY,11735,,,
003579,JACKSONVILLE COLLEGE,105 BJ ALBRITTON DRIVE,JACKSONVILLE,TX,75766,,,
003921,UNIVERSITY OF WISCONSIN-PLATTEVILLE,1 UNIVERSITY PLAZA,PLATTEVILLE,WI,53818,,,
015891,BELANGER SCHOOL OF NURSING,650 MCCLELLAN STREET,SCHENECTADY,NY,12304,,,
009896,OAKTON COMMUNITY COLLEGE,1600 EAST GOLF ROAD,DES PLAINES,IL,60016,,,
010151,VINCENNES BEAUTY COLLEGE,12 S 2ND ST,VINCENNES,IN,47591,,,
014823,EMMA'S BEAUTY ACADEMY,CALLE DR. BASORA #4,MAYAGUEZ,PR,680,,,
015477,SCHILLING DOUGLAS SCH OF HAIR DSGN,211 LOUVIERS DRIVE,NEWARK,DE,19711,,,
012267,FORTIS COLLEGE,555 EAST ALEX BELL ROAD,CENTERVILLE,OH,45459,,,
015485,TORAH TEMIMAH TALMUDICAL SEMINARY,3323 RICHMOND AVENUE,STATEN ISLAND,NY,10312,,,
015492,BUTLER TECHNOLOGY AND CAREER DEVELOPMENT,101 JERRY COUCH BOULEVARD,MONROE,OH,45050,,,
001242,MONTEREY PENINSULA COLLEGE,980 FREMONT STREET,MONTEREY,CA,93940,,,
001443,GALLAUDET UNIVERSITY,800 FLORIDA AVE NE,WASHINGTON,DC,20002,,,
002197,NICHOLS COLLEGE,CENTER ROAD,DUDLEY,MA,1571,,,
003293,LYCOMING COLLEGE,700 COLLEGE PLACE,WILLIAMSPORT,PA,17701,,,
003581,LAMAR UNIVERSITY-BEAUMONT,4400 MARTIN LUTHER KING PARKWAY,BEAUMONT,TX,77710,,,
003777,HERITAGE UNIVERSITY,3240 FORT ROAD,TOPPENISH,WA,98948,,,
E40396,BAKER COLLEGE - CULINARY INSTITUTE OF MI,2000 ST. CLAIR STREET,PORT HURON,MI,48060,,,
015445,CENTRAL PENN INST OF SCI & TECH PNP,540 NORTH HARRISON ROAD,PLEASANT GAP,PA,16823,,,
G08693,"CITY ST GEORGE'S, UNIVERSITY OF LONDON",CITY UNIVERSITY NORTHAMPTON SQUARE,LONDON,FC,0,,ENGLAND,EC1V 0HB
015499,WALNUT HILL COLLEGE,4207 WALNUT STREET,PHILADELPHIA,PA,19104,,,
001163,CHAFFEY COMMUNITY COLLEGE,5885 HAVEN AVENUE,RANCHO CUCAMONGA,CA,91737,,,
001477,FLORIDA SOUTHWESTERN STATE COLLEGE,8099 COLLEGE PARKWAY,FORT MYERS,FL,33919,,,
002567,YORK COLLEGE,1125 EAST 8TH STREET,YORK,NE,68467,,,
003388,VILLANOVA UNIVERSITY,800 EAST LANCASTER AVENUE,VILLANOVA,PA,19085,,,
006961,JEFFERSON COMMUNITY AND TECHNICAL COLLEG,109 E BROADWAY,LOUISVILLE,KY,40202,,,
015395,HELENE FULD COL OF NRSNGN GEN HOSP,1879 MADISON AVE,NEW YORK,NY,10035,,,
015006,MODERN HAIRSTYLING INSTITUTE,BETANCES #20 CORNER DEGETAU,BAYAMON,PR,961,,,
015007,MODERN HAIRSTYLING INSTITUTE,CARR. 2 KM. 30.0 MARGIN/AL,ARECIBO,PR,612,,,
014452,LICEO DE ARTE Y TECNOLOGÍA,PO BOX 192346,SAN JUAN,PR,919,,,
001102,OUACHITA BAPTIST UNIVERSITY,OBU BOX 3774 410 OUACHITA STREET,ARKADELPHIA,AR,71998,,,
001243,MOUNT SAINT MARY'S UNIVERSITY,12001 CHALON ROAD,LOS ANGELES,CA,90049,,,
E40859,UNIVERSITY OF FLORIDA - RESEARCH AND ENG,1350 NORTH POQUITO ROAD,SHALIMAR,FL,32579,,,
G01721,MCCORMICK THEOLOGICAL SEMINARY,5416 S. CORNELL AVENUE,CHICAGO,IL,60615,,,
002012,LOUISIANA STATE UNIV-EUNICE,2048 JOHNSON HIGHWAY,EUNICE,LA,70535,,,
003131,UNIVERSITY OF TOLEDO,2801 WEST BANCROFT STREET,TOLEDO,OH,43606,,,
003217,REED COLLEGE,3203 SOUTHEAST WOODSTOCK BOULEVARD,PORTLAND,OR,97202,,,
G04056,KAIROS UNIVERSITY,2100 SOUTH SUMMIT AVENUE,SIOUX FALLS,SD,57105,,,
006467,SAINT JOSEPH'S COLLEGE OF NURSING,206 PROSPECT AVENUE,SYRACUSE,NY,13203,,,
006962,HAZARD COMMUNITY AND TECHNICAL COLLEGE,ONE COMMUNITY COLLEGE DRIVE,HAZARD,KY,41701,,,
001103,PHILANDER SMITH COLLEGE,900 WEST DAISY GASTON BATES DRIVE,LITTLE ROCK,AR,72202,,,
001245,MT. SAN ANTONIO COLLEGE,1100 N GRAND AVE - FIN AID,WALNUT,CA,91789,,,
001478,EDWARD WATERS UNIVERSITY,1658 KINGS RD,JACKSONVILLE,FL,32209,,,
E40861,UNIVERSITY OF FLORIDA - FT. LAUDERDALE R,3205 COLLEGE AVENUE,DAVIE,FL,33314,,,
002751,LONG ISLAND UNIVERSITY,UNIVERSITY CENTER-LIU POST CAMPUS,BROOKVILLE,NY,11548,,,
E40669,FAYETTEVILLE STATE UNIVERSITY - FORTBRAG,"KNOX AND RANDOLPH STREETS,COMM.CENT",FORT BRAGG,NC,28307,,,
003218,CHEMEKETA COMMUNITY COLLEGE,4000 LANCASTER DRIVE NORTHEAST,SALEM,OR,97309,,,
003389,WASHINGTON & JEFFERSON COLLEGE,60 SOUTH LINCOLN STREET,WASHINGTON,PA,15301,,,
004927,UNIV OF SC AT UNION,PO DRAWER 729,UNION,SC,29379,,,
006975,LINCOLN UNIVERSITY,401 15TH STREET,OAKLAND,CA,94612,,,
E40858,"CITY ST GEORGE'S, UNIVERSITY OF LONDON",CRANMER TERRACE,LONDON,,0,,ENGLAND,SW17  0R
E40862,UNIVERSITY OF FLORIDA - NEW WORLD SCHOOL,300 NORTH EAST 2ND STREET,MIAMI,FL,33132,,,
001722,MCKENDREE UNIVERSITY,701 COLLEGE ROAD,LEBANON,IL,62254,,,
002199,NORTHEASTERN UNIVERSITY,360 HUNTINGTON AVE,BOSTON,MA,2115,,,
002568,"UNIVERSITY OF NEVADA, RENO",1664 NORTH VIRGINIA STREET,RENO,NV,89557,,,
002859,SUNY COLLEGE OF AG & TECH AT MORRISVILLE,WHIPPLE ADMINISTRATION BUILDING,MORRISVILLE,NY,13408,,,
003471,SOUTH DAKOTA STATE UNIVERSITY,ADMINISTRATION LANE ROOM 106,BROOKINGS,SD,57007,,,
001241,MIDDLEBURY COLLEGE - MONTEREY INSTITUTE,460 PIERCE STREET,MONTEREY,CA,93940,,,
006977,GREAT BASIN COLLEGE,1500 COLLEGE PARKWAY,ELKO,NV,89801,,,
G09252,BROCK UNIVERSITY,1812 SIR ISAAC BROCK WAY,ST CATHARINES,CN,0,ONTARIO,CAN/ADA,
015008,MODERN HAIRSTYLING INSTITUTE,CARRETERA 887 KM 0.9 BARRIO MARTIN,CAROLIN/A,PR,985,,,
G21989,MICHIGAN SCHOOL OF PSYCHOLOGY,26811 ORCHARD LAKE ROAD,FARMINGTON HILLS,MI,48334,,,
015546,ORLEANS-NIAGARA BOCES,50 MAIN STREET,LOCKPORT,NY,14094,,,
E40863,UNIVERSITY OF FLORIDA - WEST FLORIDA RES,5988 HIGHWAY 90 WEST,MILTON,FL,32583,,,
E01274,LONG ISLAND UNIVERSITY - NEW YORK UNIVER,22 WASHINGTON SQUARE NORTH,NEW YORK,NY,10011,,,
003391,WAYNESBURG UNIVERSITY,51 WEST COLLEGE ST.,WAYNESBURG,PA,15370,,,
003923,UNIVERSITY OF WISCONSIN-RIVER FALLS,410 SOUTH THIRD STREET,RIVER FALLS,WI,54022,,,
015496,MANATEE TECHNICAL COLLEGE,5603 34TH STREET WEST,BRADENTON,FL,34210,,,
009651,TEXAS A&M INTERNATIONAL UNIVERSITY,5201 UNIVERSITY BOULEVARD,LAREDO,TX,78041,,,
015370,HERITAGE CHRISTIAN UNIVERSITY,3625 HELTON DRIVE,FLORENCE,AL,35630,,,
G22011,COLUMBIA BIBLE COLLEGE,2940 CLEARBROOK ROAD,ABBOTSFORD,CN,0,,CAN/ADA,
015562,STYLEMASTERS COLLEGE OF HAIR DESIGN,1224 COMMERCE,LONGVIEW,WA,98632,,,
022025,NEW ENGLAND TRACTOR TRAILER SCH,FIELD RD PO BOX 326,SOMERS,CT,6071,,,
015568,CANNELLA SCHOOL OF HAIR DESIGN,617  W. NORTH AVE,VILLA PARK,IL,60181,,,
015569,OZARK CHRISTIAN COLLEGE,1111 NORTH MAIN,JOPLIN,MO,64801,,,
013926,GENE JUAREZ ACADEMY,2222 SOUTH 314TH STREET,FEDERAL WAY,WA,98003,,,
014695,ERIE INSTITUTE OF TECHNOLOGY,940 MILLCREEK MALL,ERIE,PA,16565,,,
001604,YOUNG HARRIS COLLEGE,PO BOX 247,YOUNG HARRIS,GA,30582,,,
001813,INDIANA UNIVERSITY-INDIANAPOLIS,UNIVERSITY HALL,INDIAN/APOLIS,IN,46202,,,
002013,LOUISIANA STATE UNIV-SHREVEPORT,ONE UNIVERSITY PLACE,SHREVEPORT,LA,71115,,,
002109,MCDANIEL COLLEGE,2 COLLEGE HILL,WESTMINSTER,MD,21157,,,
002861,CAYUGA COMMUNITY COLLEGE,197 FRANKLIN STREET,AUBURN,NY,13021,,,
003392,WESTMINSTER COLLEGE,319 SOUTH MARKET STREET,NEW WILMINGTON,PA,16172,,,
